this virus	4
3C like main protease 3CLpro or Mpro	0
antiviral drug design	5
key enzyme	0
life cycle of coronavirus	8
3C like main protease 3CLpro or Mpro	0
life cycle of coronavirus	8
Human adenovirus HAdV	4
acute respiratory tract infection ARTI	6
rhinovirus HRV	4
HAdV positive specimens	4
HAdV-7 positive	4
HAdV-2 or -3 positive	4
HAdV-2	4
ARTI	1
HAdV-3	4
HAdV-7	4
novel dog circovirus DogCV	4
severe hemorrhagic gastroenteritis	6
novel dog circovirus DogCV	4
vasculitis	6
novel dog circovirus DogCV	4
granulomatous lymphadenitis	6
DogCV	0
diarrhea	1
In situ hybridization	5
transmission electron microscopy	5
vascular compromise	2
histiocytic inflammation	6
circovirus	6
illness and death in dogs	6
ionic liquid based ultrasonic assisted extraction ILUAE	5
extraction ILUAE method	0
iristectorin B	0
ionic liquid based ultrasonic assisted extraction ILUAE	5
ionic liquid based ultrasonic assisted extraction ILUAE	5
tectoridin	0
ionic liquid based ultrasonic assisted extraction ILUAE	5
Iris tectorum Maxim of the Iridaceae family	8
ionic liquid based ultrasonic assisted extraction ILUAE	5
ionic liquids ILs	5
extraction yield of isoflavones	8
30min extraction time	0
highest extraction yields of tectoridin	5
solvent to solid ratio of 30ml g	5
Host targeted agents HTAs	1
block HCV production	9
Host targeted agents HTAs	1
interacting with host cell components	3
HTAs	0
target conserved host proteins	9
pangenotypic antiviral activity	3
inhibitors of cyclophilin A peptidyl prolyl cis trans isomerase activity	5
antagonists of microRNA-122	9
Cyclophilin inhibitors	5
all oral interferon free regimens	2
Tadarida brasiliensis	6
Tb1-Lu	9
bat cell lines	9
Myotis polyomavirus T antigen	4
establish and immortalize big brown bat Eptesicus fuscus kidney Efk3 cells	9
epithelial and fibroblast markers	2
Subclones of this cell line	9
redefining the termination codon UGA	8
encode cysteine	1
genetic code reassignment	5
Ciliated protozoa of the genus Euplotes	8
Euplotes octocarinatus peptide release factor eRF1	9
recognize UAA and UAG	0
Mutation of another conserved residue Cys124	9
reduces frameshifting at UGA	0
Mutation of another conserved residue Cys124	9
increasing frameshifting at UAA UAG	0
maintenance of fluid and salt homeostasis	8
renin angiotensin system RAS	1
renin angiotensin system RAS	1
regulation of systemic blood pressure	8
genetically susceptible	1
Multiple sclerosis MS	6
antigenic challenge by a viral protein	4
CNS	1
blood brain barrier 's BBB impermeability to be altered	5
MS lesion	0
edema	1
immune system	3
lesion formation	2
T lymphocytes	3
Neurotropic coronavirus	4
acute encephalomyelitis	6
focal areas of demyelination distributed randomly along the spinal column	8
demyelination increase only slightly	0
Accelerated virus control	4
limited initial demyelination	6
low viral mRNA persistence	9
declining antiviral cellular immunity	3
anti‐inflammatory cytokine IL‐10	3
Expanding lesions in the absence of IL‐10	8
sustained microglial activation	3
partial loss of macrophage microglia	8
partial loss of macrophage microglia	8
acquired deactivation phenotype	9
IL‐10 deficiency	3
impaired astrocyte organization into mesh like structures	9
discrete foci of demyelination in IL‐10 sufficient mice	8
IL‐10 sufficient mice correlated with IL‐10 receptor expression exclusively on	3
IL‐10 sufficient mice correlated	3
limiting expansion of initial areas of white matter damage	8
histopathology	1
respiratory tract tissues was examined	2
Necropsy	2
cats	1
qPCR	1
Histologic or antigenic detection of FHV-1	8
FHV-1 DNA	4
histopathologic lesions	2
enterotoxigenic Escherichia coli ETEC	6
Intestinal infection	6
enterotoxigenic Escherichia coli ETEC	6
disease in swine	6
tackle the disease	8
methods of control	2
diagnostic approach	2
ETEC	0
neonatal colibacillosis	6
fimbriae	7
enteric infection	6
adhere to specific receptors on porcine intestinal brush border epithelial cells enterocytes	9
produce one or more enterotoxins	6
diarrhoea	1
heat stable toxin a STa	9
heat stable toxin a STa	9
heat stable toxin a STa	9
these toxins	2
pathogenesis of the disease	8
isolation and quantification of the pathogenic E.coli	8
diagnosis of enteric colibacillosis	8
PCR	1
genes encoding for virulence factors fimbriae and toxins	4
Infected macrophages in spinal cords of mice	8
undergo apoptosis	9
restricted virus yields	9
infected with Theiler 's	8
activated caspase-3 in vitro	9
infection or incubation of purified virions	8
13- and 17-kDa capsid peptide fragments	9
algorithms	2
cysteine dependent aspartate directed proteases	9
contain cleavage sites within proteins	9
caspase cleavage of sites in exposed capsid loops of assembled virions	9
onset and progression of apoptosis	8
Theiler 's murine encephalomyelitis virus TMEV infection	4
virus TMEV infection in mice	4
Theiler 's murine encephalomyelitis virus TMEV infection	4
chronic inflammatory demyelinating disease	6
experimental animal model	2
multiple sclerosis	6
virus TMEV infection in mice	4
infected apoptotic blebs	9
macrophages recruited into the spinal cord	8
Virus persistence	4
Infection of murine macrophages in culture	8
necroptosis	9
TMEV infected BHK-21 cells	4
Spleen RNA from the immunized mice	8
generate a combinatorial scFv phage display library	8
The library	8
adsorbed against non transfected NIH/3T3 or Sf21 insect cells	9
adsorbed against non transfected NIH/3T3 or Sf21 insect cells	9
eliminate nonrelevant binders	0
supernatant	1
panning with either hCD13-transfected Sf21 insect cells	9
hCD13-expressing human leukemia derived cell line	9
hCD13	0
human antigen on murine NIH/3T3 cells	3
major common antigen	1
panning	0
the key	8
surface plasmon resonance	5
high affinities for hCD13	9
anti hCD13 1	3
scFvs	9
anti hCD13 1	3
